status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time,response.docs.subsection_name
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  The two suspects are close friends but have led strikingly different lives and shared little except for their religion and Palestinian heritage, those close to the two men said.   Mr. Ayyad, a college-educated engineer, lived with his pregnant wife, mother and brothers in Maplewood, N.J., a suburb dotted with maple trees and single-family homes. He held a steady job and helped his family assiduously, friends and relatives said.",https://www.nytimes.com/1993/03/14/nyregion/twin-towers-sifting-through-mideast-politics-ashes-world-trade-center-suspects.html,,"The two suspects are close friends but have led strikingly different lives and shared little except for their religion and Palestinian heritage, those close to the two men said.",1,39,The New York Times,,,1993-03-14T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/1ff10346-b5fe-5c26-a93e-afdaa796a0ea,665,nyt://article/1ff10346-b5fe-5c26-a93e-afdaa796a0ea,The Twin Towers: Sifting Through Mideast Politics In Ashes of World Trade Center -- The Suspects; Sharing Little But Heritage,NA,NA,The Twin Towers: Sifting Through Mideast Politics In Ashes of World Trade Center -- The Suspects; Sharing Little But Heritage,NA,NA,NA,By Garry Pierre-Pierre,,NA,3371,1350,22,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Dr. Nicu Haas, an Israeli scientist who helped in the discovery of the only known remains of a man crucified in the time of Jesus, died last week after 13 years in a coma, colleagues said today. He was 60 years old.",https://www.nytimes.com/1987/12/12/obituaries/nicu-haas-anthropologist-dies.html,,"Dr. Nicu Haas, an Israeli scientist who helped in the discovery of the only known remains of a man crucified in the time of Jesus, died last week after 13 years in a coma, colleagues said today. He was 60 years old.",1,38,The New York Times,,,1987-12-12T05:00:00+0000,article,Obituary,Obituaries,Obituary,nyt://article/3c7ca682-b809-5a49-956a-501515192336,395,nyt://article/3c7ca682-b809-5a49-956a-501515192336,"Nicu Haas, Anthropologist, Dies",NA,NA,"Nicu Haas, Anthropologist, Dies",NA,NA,NA,Reuters,,Reuters,3371,1350,22,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: The Arab press has greeted the fall of Nicolae Ceausescu with an unusual outpouring of editorial warnings that the fate of Arab dictators may resemble that of the executed Rumanian tyrant.,https://www.nytimes.com/1989/12/28/world/upheaval-in-the-east-islamic-world-emboldened-dissidents-are-warning-the-rulers.html,,The Arab press has greeted the fall of Nicolae Ceausescu with an unusual outpouring of editorial warnings that the fate of Arab dictators may resemble that of the executed Rumanian tyrant.,A,13,The New York Times,,,1989-12-28T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/c5103646-0ac8-5b35-afeb-2c36941bab5d,873,nyt://article/c5103646-0ac8-5b35-afeb-2c36941bab5d,Emboldened Dissidents Are Warning the Rulers,UPHEAVAL IN THE EAST: ISLAMIC WORLD,NA,UPHEAVAL IN THE EAST: ISLAMIC WORLD; Emboldened Dissidents Are Warning the Rulers,NA,NA,NA,"By Youssef M. Ibrahim, Special To the New York Times",,NA,3371,1350,22,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Two Scandinavians working for the United Nations were reported kidnapped in southern Lebanon today. No group claimed responsibility, but the police here said the kidnappers were Palestinian guerrillas loyal to Abu Nidal.",https://www.nytimes.com/1988/02/06/world/2-europeans-seized-in-lebanon.html,,"Two Scandinavians working for the United Nations were reported kidnapped in southern Lebanon today. No group claimed responsibility, but the police here said the kidnappers were Palestinian guerrillas loyal to Abu Nidal.",1,3,The New York Times,,,1988-02-06T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/434ccc57-6e06-5ef8-9eed-08325e5f721b,337,nyt://article/434ccc57-6e06-5ef8-9eed-08325e5f721b,2 Europeans Seized in Lebanon,NA,NA,2 Europeans Seized in Lebanon,NA,NA,NA,"By Ihsan A. Hijazi, Special To the New York Times",,NA,3371,1360,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Vowing to continue fighting, a coalition of Muslim and Druse Lebanese militias today strongly criticized the Arab League's efforts to mediate a peaceful settlement to the 14-year Lebanese civil war.",https://www.nytimes.com/1989/10/05/world/lebanese-muslims-assail-saudi-talks.html,,"Vowing to continue fighting, a coalition of Muslim and Druse Lebanese militias today strongly criticized the Arab League's efforts to mediate a peaceful settlement to the 14-year Lebanese civil war.",A,9,The New York Times,,,1989-10-05T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/60fe3531-5a66-5506-a53c-38c92fcbf92f,907,nyt://article/60fe3531-5a66-5506-a53c-38c92fcbf92f,LEBANESE MUSLIMS ASSAIL SAUDI TALKS,NA,NA,LEBANESE MUSLIMS ASSAIL SAUDI TALKS,NA,NA,NA,"By Youssef M. Ibrahim, Special To the New York Times",,NA,3371,1360,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Israeli troops killed three Palestinian guerrillas early today, moments after the guerrillas cut a security fence on the northern border and slipped into Israel, apparently to mount an attack.",https://www.nytimes.com/1988/01/21/world/israelis-said-to-kill-3-guerrillas.html,,"Israeli troops killed three Palestinian guerrillas early today, moments after the guerrillas cut a security fence on the northern border and slipped into Israel, apparently to mount an attack.",A,6,The New York Times,,,1988-01-21T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/347bc83b-4515-50b6-9c1b-0a1e7255e61a,351,nyt://article/347bc83b-4515-50b6-9c1b-0a1e7255e61a,Israelis Said to Kill 3 Guerrillas,NA,NA,Israelis Said to Kill 3 Guerrillas,NA,NA,NA,Special to the New York Times,,NA,3371,1360,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: President Hosni Mubarak of Egypt indicated today that Yasir Arafat, the P.L.O. chairman, had shifted position and approved Cairo's proposal for a direct discussion between Israelis and Palestinians to negotiate a settlement of their bitter conflict.",https://www.nytimes.com/1989/09/21/world/plo-said-to-back-cairo-peace-plan.html,,"President Hosni Mubarak of Egypt indicated today that Yasir Arafat, the P.L.O. chairman, had shifted position and approved Cairo's proposal for a direct discussion between Israelis and Palestinians to negotiate a settlement of their bitter conflict.",A,23,The New York Times,,,1989-09-21T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/5bdad27c-2d73-5cbf-91e0-354818879ad7,870,nyt://article/5bdad27c-2d73-5cbf-91e0-354818879ad7,P.L.O. SAID TO BACK CAIRO PEACE PLAN,NA,NA,P.L.O. SAID TO BACK CAIRO PEACE PLAN,NA,NA,NA,"By Alan Cowell, Special To the New York Times",,NA,3371,1360,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: The Bush Administration is bracing for what it fears could be a new diplomatic crisis over whether to grant the P.L.O. chairman, Yasir Arafat, a visa to attend a forthcoming session of the United Nations this fall.",https://www.nytimes.com/1989/08/27/world/arafat-visa-issue-again-vexing-us.html,,"The Bush Administration is bracing for what it fears could be a new diplomatic crisis over whether to grant the P.L.O. chairman, Yasir Arafat, a visa to attend a forthcoming session of the United Nations this fall.",1,9,The New York Times,,,1989-08-27T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/7b2639d5-24fb-5b1d-a04f-f62e64ca38e8,948,nyt://article/7b2639d5-24fb-5b1d-a04f-f62e64ca38e8,ARAFAT VISA ISSUE AGAIN VEXING U.S.,NA,NA,ARAFAT VISA ISSUE AGAIN VEXING U.S.,NA,NA,NA,"By Thomas L. Friedman, Special To the New York Times",,NA,3371,1360,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  There is a spirit of uncompromising antagonism in Stefan Wolpe's music. With its atonal exclamations and craggy rhythms, it will never reach a large public, but it has a strong following and strong voice. Among the music's more committed allies have been Cheryl Seltzer and Joel Sachs, pianists and directors of Continuum, who devoted their fifth program in 25 years to the composer on Saturday night in Alice Tully Hall.   Wolpe (pronounced VOHL-peh) followed an almost archetypal path as a 20th-century cultural figure. In 1920's Berlin, he was friends with Paul Klee and Wassily Kandinsky (with whom he played chamber music). He joined the Communist Party in 1925 and linked his ""advanced"" art to ""advanced"" politics. He left Germany in 1933 and studied with Webern in Vienna before making his way to Palestine, where he was influenced by his Jewish heritage. In 1938, he came to the United States where his music of opposition grew more refined until he succumbed to Parkinson's disease in 1972. The range of his works and the facts of his life are just now being rediscovered.",https://www.nytimes.com/1992/04/13/arts/review-music-rehearing-a-composer-who-personified-his-time.html,,"There is a spirit of uncompromising antagonism in Stefan Wolpe's music. With its atonal exclamations and craggy rhythms, it will never reach a large public, but it has a strong following and strong voice. Among the music's more committed allies have been Cheryl Seltzer and Joel Sachs, pianists and directors of Continuum, who devoted their fifth program in 25 years to the composer on Saturday night in Alice Tully Hall.",C,11,The New York Times,,,1992-04-13T05:00:00+0000,article,Cultural Desk,Arts,Review,nyt://article/e72ca1ec-c237-50ad-ac84-d42488d61099,652,nyt://article/e72ca1ec-c237-50ad-ac84-d42488d61099,Review/Music; Rehearing a Composer Who Personified His Time,NA,NA,Review/Music; Rehearing a Composer Who Personified His Time,NA,NA,NA,By Edward Rothstein,,NA,3371,1360,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: In a 10-day Soviet diplomatic swing through the Middle East and the Persian Gulf, Foreign Minister Eduard A. Shevardnadze displayed a broad diplomatic reach that extended to both Israel and the Palestine Liberation Organization, to both Iraq and Iran.",https://www.nytimes.com/1989/02/28/world/kremlin-s-mideast-sprint-diplomats-see-gains-outweighing-setbacks-wide-ranging.html,,"In a 10-day Soviet diplomatic swing through the Middle East and the Persian Gulf, Foreign Minister Eduard A. Shevardnadze displayed a broad diplomatic reach that extended to both Israel and the Palestine Liberation Organization, to both Iraq and Iran.",A,15,The New York Times,,,1989-02-28T05:00:00+0000,article,Foreign Desk,World,An Analysis; News Analysis,nyt://article/a4384e7f-bd15-5919-a340-ea7ffe121364,846,nyt://article/a4384e7f-bd15-5919-a340-ea7ffe121364,Kremlin's Mideast Sprint; Diplomats See Gains Outweighing Setbacks On Wide-Ranging Tour by Shevardnadze,NA,NA,Kremlin's Mideast Sprint; Diplomats See Gains Outweighing Setbacks On Wide-Ranging Tour by Shevardnadze,NA,NA,NA,"By Alan Cowell, Special To the New York Times",,NA,3371,1360,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"To the Table, NowRegarding the report ""Palestinians Look to Regroup"" (Sept. 3): . Many who regret that the Palestine Liberation Organization has never missed a chance to miss a chance must welcome the recent trend within the Palestinian movem",https://www.nytimes.com/1991/09/13/opinion/IHT-letters-to-the-editor.html,"To the Table, NowRegarding the report ""Palestinians Look to Regroup"" (Sept. 3): . Many who regret that the Palestine Liberation Organization has never missed a chance to miss a chance must welcome the recent trend within the Palestinian movem","To the Table, NowRegarding the report ""Palestinians Look to Regroup"" (Sept. 3):",NA,NA,International Herald Tribune,,,1991-09-13T05:00:00+0000,article,IHT News,Opinion,NA,nyt://article/04ae7bfd-726e-5e1b-810f-469151a6098f,5896,nyt://article/04ae7bfd-726e-5e1b-810f-469151a6098f,LETTERS TO THE EDITOR,NA,NA,LETTERS TO THE EDITOR,NA,NA,NA,", International Herald Tribune",,NA,3371,1360,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Israel adopted a noncommittal position this evening in response to President Bush's announcement in Moscow that Secretary of State James A. Baker 3d would return here on Thursday to seek Israeli assent to the American proposal for a regional peace conference in October. Palestinian leaders took an equally cautious stance.    The reaction underlined the continuing differences over the composition of the Palestinian delegation, which is to take part with Jordan's representatives. Israel demands that it exclude members of the Palestine Liberation Organization or residents of East Jerusalem. The Palestinian leadership insists that both must be represented.  'Chutzpah'     In an evident attempt to downgrade a meeting that Mr. Bush appeared to present as the prelude to an October conference, the Government of Prime Minister Yitzhak Shamir issued no official statement on the Baker visit, his sixth since the Persian Gulf war.",https://www.nytimes.com/1991/08/01/world/summit-in-moscow-israel-noncommittal-for-now-on-peace-talks.html,,Israel adopted a noncommittal position this evening in response to President Bush's announcement in Moscow that Secretary of State James A. Baker 3d would return here on Thursday to seek Israeli assent to the American proposal for a regional peace conference in October. Palestinian leaders took an equally cautious stance.,A,11,The New York Times,,,1991-08-01T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/5234a932-4cc7-56f5-a342-fc5933079964,692,nyt://article/5234a932-4cc7-56f5-a342-fc5933079964,Israel Noncommittal for Now on Peace Talks,SUMMIT IN MOSCOW,NA,SUMMIT IN MOSCOW; Israel Noncommittal for Now on Peace Talks,NA,NA,NA,By Henry Kamm,,NA,3371,1360,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Somewhat revisionist, second-generation views of the Israeli experience are presented by two otherwise very different films opening today at the Public Theater.   Orna Ben-Dor Niv's ""Because of That War,"" a feature-length documentary, is about the effect of the Holocaust on the children of those who survived. Amos Gitai's ""Berlin Jerusalem"" is a seriously melancholy consideration of Israel's future after the realization of the Zionist dream.",https://www.nytimes.com/1991/03/08/movies/review-film-2-movies-examine-israel.html,,"Somewhat revisionist, second-generation views of the Israeli experience are presented by two otherwise very different films opening today at the Public Theater.",C,16,The New York Times,,,1991-03-08T05:00:00+0000,article,Weekend Desk,Movies,Review,nyt://article/51199a96-cdea-584c-8488-155e6e72511f,798,nyt://article/51199a96-cdea-584c-8488-155e6e72511f,Review/Film; 2 Movies Examine Israel,NA,NA,Review/Film; 2 Movies Examine Israel,NA,NA,NA,By Vincent Canby,,NA,3371,1360,17,NA
